indent,depth_nm,H_GPa,E_GPa,Hf_true_GPa,Hs_true_GPa
53,380.0,6.6658,206.88,19.089,6.42
53,390.0,5.4767,201.24,19.089,6.42
53,400.0,6.3391,214.38,19.089,6.42
54,10.0,25.5177,346.46,26.416,4.322
54,20.0,23.5661,332.7,26.416,4.322
54,30.0,21.6812,313.39,26.416,4.322
54,40.0,17.5177,301.63,26.416,4.322
54,50.0,15.787,283.06,26.416,4.322
54,60.0,13.432,276.9,26.416,4.322
54,70.0,13.364,266.07,26.416,4.322
54,80.0,11.0707,262.32,26.416,4.322
54,90.0,10.0153,248.35,26.416,4.322
54,100.0,8.8484,237.62,26.416,4.322
54,110.0,9.1401,233.26,26.416,4.322
54,120.0,7.9034,236.09,26.416,4.322
54,130.0,7.7416,243.81,26.416,4.322
54,140.0,6.2143,237.19,26.416,4.322
54,150.0,7.4845,226.14,26.416,4.322
54,160.0,6.814,233.9,26.416,4.322
54,170.0,6.6527,219.76,26.416,4.322
54,180.0,6.7897,231.54,26.416,4.322
54,190.0,5.897,222.04,26.416,4.322
54,200.0,5.7562,228.0,26.416,4.322
54,210.0,6.0649,226.28,26.416,4.322
54,220.0,5.8013,220.13,26.416,4.322
54,230.0,5.3613,223.12,26.416,4.322
54,240.0,5.4139,214.16,26.416,4.322
54,250.0,5.0575,219.62,26.416,4.322
54,260.0,5.5948,226.13,26.416,4.322
54,270.0,5.6388,243.85,26.416,4.322
54,280.0,5.1149,223.06,26.416,4.322
54,290.0,5.9997,219.03,26.416,4.322
54,300.0,4.2405,212.1,26.416,4.322
54,310.0,4.85,224.29,26.416,4.322
54,320.0,5.7838,207.71,26.416,4.322
54,330.0,4.6792,212.61,26.416,4.322
54,340.0,4.0554,219.39,26.416,4.322
54,350.0,5.5252,209.79,26.416,4.322
54,360.0,5.0712,226.13,26.416,4.322
54,370.0,4.1736,223.28,26.416,4.322
54,380.0,5.136,213.13,26.416,4.322
54,390.0,4.213,213.07,26.416,4.322
54,400.0,4.0332,208.35,26.416,4.322
55,10.0,26.1955,395.46,27.229,3.82
55,20.0,24.7184,374.92,27.229,3.82
55,30.0,21.2127,350.78,27.229,3.82
55,40.0,19.2567,336.69,27.229,3.82
55,50.0,17.5121,326.07,27.229,3.82
55,60.0,15.309,303.36,27.229,3.82
55,70.0,12.6521,291.61,27.229,3.82
55,80.0,11.2835,277.54,27.229,3.82
55,90.0,10.9816,270.93,27.229,3.82
55,100.0,10.2461,276.53,27.229,3.82
55,110.0,7.8319,268.9,27.229,3.82
55,120.0,7.7401,254.83,27.229,3.82
55,130.0,7.5522,251.73,27.229,3.82
55,140.0,7.6137,251.87,27.229,3.82
55,150.0,6.2189,256.06,27.229,3.82
55,160.0,6.6548,243.6,27.229,3.82
55,170.0,5.9204,247.82,27.229,3.82
55,180.0,7.0393,234.37,27.229,3.82
55,190.0,5.8695,238.38,27.229,3.82
55,200.0,5.4182,247.33,27.229,3.82
55,210.0,5.171,249.2,27.229,3.82
55,220.0,5.7404,235.93,27.229,3.82
55,230.0,5.4379,237.46,27.229,3.82
55,240.0,4.4529,246.23,27.229,3.82
55,250.0,5.0159,238.45,27.229,3.82
55,260.0,4.1549,236.99,27.229,3.82
55,270.0,4.3757,242.89,27.229,3.82
55,280.0,4.0407,240.49,27.229,3.82
55,290.0,3.9667,245.61,27.229,3.82
55,300.0,4.2346,243.33,27.229,3.82
55,310.0,4.0393,234.75,27.229,3.82
55,320.0,4.7526,237.2,27.229,3.82
55,330.0,4.8475,237.28,27.229,3.82
55,340.0,4.2909,229.22,27.229,3.82
55,350.0,3.8153,231.29,27.229,3.82
55,360.0,4.75,242.8,27.229,3.82
55,370.0,3.3014,227.18,27.229,3.82
55,380.0,3.3216,242.56,27.229,3.82
55,390.0,4.6319,238.12,27.229,3.82
55,400.0,4.5735,235.4,27.229,3.82
56,10.0,16.2302,400.58,17.183,6.473
56,20.0,15.4706,360.02,17.183,6.473
56,30.0,13.1009,319.48,17.183,6.473
56,40.0,10.6328,280.86,17.183,6.473
56,50.0,9.8071,259.55,17.183,6.473
56,60.0,8.8173,250.28,17.183,6.473
56,70.0,8.6011,234.67,17.183,6.473
56,80.0,8.2803,236.14,17.183,6.473
56,90.0,9.0098,216.46,17.183,6.473
56,100.0,6.7053,199.06,17.183,6.473
56,110.0,7.953,207.64,17.183,6.473
56,120.0,7.5111,208.29,17.183,6.473
56,130.0,6.8241,206.5,17.183,6.473
56,140.0,7.0075,202.65,17.183,6.473
56,150.0,6.757,195.69,17.183,6.473
56,160.0,6.967,208.28,17.183,6.473
56,170.0,7.3934,194.19,17.183,6.473
56,180.0,6.0816,201.51,17.183,6.473
56,190.0,7.4633,194.7,17.183,6.473
56,200.0,6.5841,188.54,17.183,6.473
56,210.0,7.4964,203.63,17.183,6.473
56,220.0,6.9245,179.54,17.183,6.473
56,230.0,7.3145,189.04,17.183,6.473
56,240.0,6.9606,196.35,17.183,6.473
56,250.0,7.2041,191.26,17.183,6.473
56,260.0,6.6729,197.59,17.183,6.473
56,270.0,6.2142,192.2,17.183,6.473
56,280.0,6.9562,189.82,17.183,6.473
56,290.0,6.9647,205.3,17.183,6.473
56,300.0,7.6508,190.79,17.183,6.473
56,310.0,5.5848,190.98,17.183,6.473
56,320.0,6.4825,185.25,17.183,6.473
56,330.0,7.1064,187.11,17.183,6.473
56,340.0,5.9391,195.36,17.183,6.473
56,350.0,6.4472,194.72,17.183,6.473
56,360.0,7.6171,191.23,17.183,6.473
56,370.0,7.2606,186.9,17.183,6.473
56,380.0,6.1048,195.13,17.183,6.473
56,390.0,7.2563,180.69,17.183,6.473
56,400.0,7.1308,188.78,17.183,6.473
57,10.0,24.1239,340.05,24.985,4.461
57,20.0,19.7636,310.8,24.985,4.461
57,30.0,16.2018,285.24,24.985,4.461
57,40.0,12.7051,270.41,24.985,4.461
57,50.0,11.0885,259.54,24.985,4.461
57,60.0,9.5478,249.8,24.985,4.461
57,70.0,8.7401,236.83,24.985,4.461
57,80.0,8.5793,236.49,24.985,4.461
57,90.0,6.7367,235.46,24.985,4.461
57,100.0,6.5688,232.35,24.985,4.461
57,110.0,6.0973,207.21,24.985,4.461
57,120.0,4.1173,218.79,24.985,4.461
57,130.0,4.9796,218.21,24.985,4.461
57,140.0,5.5281,220.46,24.985,4.461
57,150.0,5.705,222.07,24.985,4.461
57,160.0,4.9922,225.83,24.985,4.461
57,170.0,5.7575,223.43,24.985,4.461
57,180.0,5.7554,218.47,24.985,4.461
57,190.0,4.8417,218.95,24.985,4.461
57,200.0,5.7045,229.0,24.985,4.461
57,210.0,5.82,214.46,24.985,4.461
57,220.0,5.1343,219.69,24.985,4.461
57,230.0,4.3745,227.02,24.985,4.461
57,240.0,5.5672,219.49,24.985,4.461
57,250.0,4.7224,204.97,24.985,4.461
57,260.0,4.5901,219.32,24.985,4.461
57,270.0,4.8144,214.6,24.985,4.461
57,280.0,4.467,216.11,24.985,4.461
57,290.0,5.2539,222.98,24.985,4.461
57,300.0,5.0898,219.38,24.985,4.461
57,310.0,5.2957,214.88,24.985,4.461
57,320.0,4.9632,221.73,24.985,4.461
57,330.0,4.2631,218.91,24.985,4.461
57,340.0,4.5692,216.85,24.985,4.461
57,350.0,5.0762,217.96,24.985,4.461
57,360.0,4.4254,217.61,24.985,4.461
57,370.0,6.0799,214.0,24.985,4.461
57,380.0,4.4906,213.23,24.985,4.461
57,390.0,4.3109,216.09,24.985,4.461
57,400.0,5.1716,210.16,24.985,4.461
58,10.0,16.1019,409.75,16.332,4.696
58,20.0,15.4318,392.31,16.332,4.696
58,30.0,14.4962,372.93,16.332,4.696
58,40.0,12.9766,363.59,16.332,4.696
58,50.0,12.7604,340.05,16.332,4.696
58,60.0,10.9418,335.35,16.332,4.696
58,70.0,10.9131,319.84,16.332,4.696
58,80.0,8.6663,302.46,16.332,4.696
58,90.0,8.4404,295.55,16.332,4.696
58,100.0,8.9149,286.68,16.332,4.696
58,110.0,7.8795,274.39,16.332,4.696
58,120.0,7.2259,275.31,16.332,4.696
58,130.0,7.4174,263.41,16.332,4.696
58,140.0,6.4256,264.08,16.332,4.696
58,150.0,6.7467,250.95,16.332,4.696
58,160.0,5.3949,254.05,16.332,4.696
58,170.0,6.0989,253.18,16.332,4.696
58,180.0,5.8465,243.56,16.332,4.696
58,190.0,6.3074,243.72,16.332,4.696
58,200.0,6.3585,241.19,16.332,4.696
58,210.0,5.3905,247.16,16.332,4.696
58,220.0,6.5314,237.06,16.332,4.696
58,230.0,5.3504,242.76,16.332,4.696
58,240.0,4.5467,248.16,16.332,4.696
58,250.0,4.3208,240.16,16.332,4.696
58,260.0,6.2227,227.46,16.332,4.696
58,270.0,5.3577,237.08,16.332,4.696
58,280.0,5.0311,241.85,16.332,4.696
58,290.0,4.9386,233.23,16.332,4.696
58,300.0,4.728,241.0,16.332,4.696
58,310.0,5.9153,237.51,16.332,4.696
58,320.0,5.1653,235.84,16.332,4.696
58,330.0,6.0731,231.29,16.332,4.696
58,340.0,5.0516,229.37,16.332,4.696
58,350.0,3.9513,230.52,16.332,4.696
58,360.0,5.5259,232.08,16.332,4.696
58,370.0,4.8986,234.52,16.332,4.696
58,380.0,4.9447,233.6,16.332,4.696
58,390.0,5.8289,229.0,16.332,4.696
58,400.0,4.8968,230.94,16.332,4.696
59,10.0,14.6878,315.5,15.571,4.655
59,20.0,12.9567,285.0,15.571,4.655
59,30.0,10.7793,267.68,15.571,4.655
59,40.0,9.9982,257.48,15.571,4.655
59,50.0,8.6326,234.48,15.571,4.655
59,60.0,6.8213,227.15,15.571,4.655
59,70.0,7.0296,222.33,15.571,4.655
59,80.0,6.0031,204.24,15.571,4.655
59,90.0,7.075,215.85,15.571,4.655
59,100.0,5.7347,210.17,15.571,4.655
59,110.0,5.5627,209.16,15.571,4.655
59,120.0,5.6415,198.0,15.571,4.655
59,130.0,5.3712,197.77,15.571,4.655
59,140.0,5.3379,197.58,15.571,4.655
59,150.0,6.0552,201.66,15.571,4.655
59,160.0,5.3235,199.75,15.571,4.655
59,170.0,5.5683,199.4,15.571,4.655
59,180.0,5.6639,208.79,15.571,4.655
59,190.0,4.5698,205.37,15.571,4.655
59,200.0,5.8647,192.79,15.571,4.655
59,210.0,5.332,192.81,15.571,4.655
59,220.0,5.4385,206.69,15.571,4.655
59,230.0,4.5037,194.21,15.571,4.655
59,240.0,5.3224,204.13,15.571,4.655
59,250.0,5.1013,205.23,15.571,4.655
59,260.0,4.609,192.18,15.571,4.655
59,270.0,6.0038,193.64,15.571,4.655
59,280.0,5.1321,195.59,15.571,4.655
59,290.0,4.7167,189.77,15.571,4.655
59,300.0,4.9223,188.96,15.571,4.655
59,310.0,5.2704,192.3,15.571,4.655
59,320.0,5.3713,199.71,15.571,4.655
59,330.0,5.0887,191.81,15.571,4.655
59,340.0,5.3989,193.17,15.571,4.655
59,350.0,5.5183,191.54,15.571,4.655
59,360.0,4.1595,186.06,15.571,4.655
59,370.0,4.5281,203.09,15.571,4.655
59,380.0,4.2958,180.06,15.571,4.655
59,390.0,4.8091,190.13,15.571,4.655
59,400.0,5.4775,197.36,15.571,4.655
60,10.0,22.7654,327.27,24.501,6.511
60,20.0,20.7915,300.32,24.501,6.511
60,30.0,17.5498,277.79,24.501,6.511
60,40.0,15.0598,253.54,24.501,6.511
60,50.0,13.695,233.25,24.501,6.511
60,60.0,11.8227,229.74,24.501,6.511
60,70.0,11.2165,223.08,24.501,6.511
60,80.0,10.0881,205.0,24.501,6.511
60,90.0,8.5903,204.34,24.501,6.511
60,100.0,8.8763,203.75,24.501,6.511
60,110.0,8.6446,199.21,24.501,6.511
60,120.0,7.4037,193.94,24.501,6.511
60,130.0,8.574,201.05,24.501,6.511
60,140.0,7.7631,199.67,24.501,6.511
60,150.0,7.7666,197.35,24.501,6.511
60,160.0,7.0124,190.93,24.501,6.511
60,170.0,7.3946,203.18,24.501,6.511
60,180.0,7.4216,200.93,24.501,6.511
60,190.0,7.0344,187.41,24.501,6.511
60,200.0,7.1741,188.52,24.501,6.511
60,210.0,6.0188,195.88,24.501,6.511
60,220.0,7.7114,183.52,24.501,6.511
60,230.0,6.431,190.33,24.501,6.511
60,240.0,5.8598,187.88,24.501,6.511
60,250.0,6.4377,183.09,24.501,6.511
60,260.0,6.471,185.65,24.501,6.511
60,270.0,7.134,177.38,24.501,6.511
60,280.0,6.3817,183.34,24.501,6.511
60,290.0,6.9595,174.43,24.501,6.511
60,300.0,6.3184,199.91,24.501,6.511
60,310.0,7.8843,195.11,24.501,6.511
60,320.0,7.0376,193.3,24.501,6.511
60,330.0,7.7285,187.61,24.501,6.511
60,340.0,6.2299,191.67,24.501,6.511
60,350.0,7.0569,193.2,24.501,6.511
60,360.0,6.2358,191.56,24.501,6.511
60,370.0,6.9928,190.89,24.501,6.511
60,380.0,7.0331,179.82,24.501,6.511
60,390.0,5.888,187.78,24.501,6.511
60,400.0,6.1087,181.93,24.501,6.511
61,10.0,18.9486,341.03,19.231,3.314
61,20.0,16.1671,317.87,19.231,3.314
61,30.0,12.457,301.29,19.231,3.314
61,40.0,10.1438,281.19,19.231,3.314
61,50.0,8.6557,277.65,19.231,3.314
61,60.0,7.9697,265.99,19.231,3.314
61,70.0,6.4109,263.03,19.231,3.314
61,80.0,5.4068,259.98,19.231,3.314
61,90.0,5.652,232.87,19.231,3.314
61,100.0,4.0827,250.85,19.231,3.314
61,110.0,4.9029,236.15,19.231,3.314
61,120.0,5.1892,246.36,19.231,3.314
61,130.0,4.5842,238.82,19.231,3.314
61,140.0,4.677,243.68,19.231,3.314
61,150.0,4.415,250.4,19.231,3.314
61,160.0,4.4335,231.25,19.231,3.314
61,170.0,4.0594,242.05,19.231,3.314
61,180.0,3.5021,239.94,19.231,3.314
61,190.0,3.7448,228.63,19.231,3.314
61,200.0,3.769,243.5,19.231,3.314
61,210.0,4.3907,239.5,19.231,3.314
61,220.0,4.5356,235.96,19.231,3.314
61,230.0,3.8989,234.44,19.231,3.314
61,240.0,3.2823,257.83,19.231,3.314
61,250.0,3.2674,236.01,19.231,3.314
61,260.0,3.5149,227.4,19.231,3.314
61,270.0,4.282,232.46,19.231,3.314
61,280.0,3.736,235.71,19.231,3.314
61,290.0,3.524,235.49,19.231,3.314
61,300.0,3.1538,237.21,19.231,3.314
61,310.0,3.9636,231.3,19.231,3.314
61,320.0,3.6544,240.74,19.231,3.314
61,330.0,3.4728,234.51,19.231,3.314
61,340.0,3.5393,229.17,19.231,3.314
61,350.0,4.3212,232.37,19.231,3.314
61,360.0,3.3888,234.89,19.231,3.314
61,370.0,4.3051,242.23,19.231,3.314
61,380.0,4.0744,240.0,19.231,3.314
61,390.0,3.4724,235.01,19.231,3.314
61,400.0,3.8817,237.11,19.231,3.314
62,10.0,17.4423,364.29,18.585,7.855
62,20.0,16.4329,338.02,18.585,7.855
62,30.0,14.6601,291.94,18.585,7.855
62,40.0,12.8303,271.01,18.585,7.855
62,50.0,12.1796,251.89,18.585,7.855
62,60.0,11.5402,231.67,18.585,7.855
62,70.0,10.9479,220.92,18.585,7.855
62,80.0,9.8075,219.87,18.585,7.855
62,90.0,9.6359,211.82,18.585,7.855
62,100.0,10.438,198.34,18.585,7.855
62,110.0,8.4936,201.26,18.585,7.855
62,120.0,8.9842,204.62,18.585,7.855
62,130.0,9.1799,191.88,18.585,7.855
62,140.0,8.6974,191.63,18.585,7.855
62,150.0,8.8576,205.09,18.585,7.855
62,160.0,8.5388,202.13,18.585,7.855
62,170.0,8.7644,183.38,18.585,7.855
62,180.0,8.9739,184.05,18.585,7.855
62,190.0,8.1749,193.61,18.585,7.855
62,200.0,8.3439,183.49,18.585,7.855
62,210.0,8.1824,188.52,18.585,7.855
62,220.0,7.9776,186.8,18.585,7.855
62,230.0,8.1427,192.4,18.585,7.855
62,240.0,7.563,173.46,18.585,7.855
62,250.0,8.4801,175.05,18.585,7.855
62,260.0,8.9404,180.59,18.585,7.855
62,270.0,8.9247,193.74,18.585,7.855
62,280.0,8.6954,186.47,18.585,7.855
62,290.0,7.5619,176.91,18.585,7.855
62,300.0,8.7917,189.91,18.585,7.855
62,310.0,7.663,191.01,18.585,7.855
62,320.0,7.9841,185.11,18.585,7.855
62,330.0,8.9246,184.44,18.585,7.855
62,340.0,7.4571,188.91,18.585,7.855
62,350.0,8.406,193.41,18.585,7.855
62,360.0,8.1189,186.94,18.585,7.855
62,370.0,7.8957,189.11,18.585,7.855
62,380.0,7.5277,185.52,18.585,7.855
62,390.0,8.1714,183.43,18.585,7.855
62,400.0,7.7231,180.13,18.585,7.855
63,10.0,23.2404,349.37,23.681,3.135
63,20.0,19.7877,333.15,23.681,3.135
63,30.0,18.0832,311.54,23.681,3.135
63,40.0,14.8395,304.12,23.681,3.135
63,50.0,12.455,290.47,23.681,3.135
63,60.0,10.6034,265.51,23.681,3.135
63,70.0,10.199,273.05,23.681,3.135
63,80.0,8.8868,263.07,23.681,3.135
63,90.0,7.2373,254.93,23.681,3.135
63,100.0,6.3348,250.86,23.681,3.135
63,110.0,6.3588,260.72,23.681,3.135
63,120.0,5.6776,256.93,23.681,3.135
63,130.0,6.3751,256.62,23.681,3.135
63,140.0,4.5167,237.08,23.681,3.135
63,150.0,4.0848,238.65,23.681,3.135
63,160.0,4.6642,246.83,23.681,3.135
63,170.0,4.6219,233.15,23.681,3.135
63,180.0,4.5331,235.23,23.681,3.135
63,190.0,4.715,228.0,23.681,3.135
63,200.0,5.2638,249.31,23.681,3.135
63,210.0,3.9593,244.02,23.681,3.135
63,220.0,3.7737,239.92,23.681,3.135
63,230.0,3.0919,238.06,23.681,3.135
63,240.0,4.0275,233.87,23.681,3.135
63,250.0,4.2742,233.66,23.681,3.135
63,260.0,3.6652,239.44,23.681,3.135
63,270.0,4.3391,231.22,23.681,3.135
63,280.0,3.722,242.61,23.681,3.135
63,290.0,4.4265,232.08,23.681,3.135
63,300.0,3.8015,229.6,23.681,3.135
63,310.0,3.0753,242.45,23.681,3.135
63,320.0,3.2572,233.64,23.681,3.135
63,330.0,2.783,237.69,23.681,3.135
63,340.0,2.6577,231.74,23.681,3.135
63,350.0,3.638,220.6,23.681,3.135
63,360.0,3.9194,237.27,23.681,3.135
63,370.0,4.4434,225.81,23.681,3.135
63,380.0,3.4217,240.28,23.681,3.135
63,390.0,3.3152,224.4,23.681,3.135
63,400.0,2.8645,222.43,23.681,3.135
64,10.0,15.6734,335.08,16.815,6.887
64,20.0,15.1262,320.99,16.815,6.887
64,30.0,13.6514,306.55,16.815,6.887
64,40.0,12.5804,293.55,16.815,6.887
64,50.0,12.0987,263.11,16.815,6.887
64,60.0,10.467,263.7,16.815,6.887
64,70.0,10.3651,255.18,16.815,6.887
64,80.0,9.8806,241.29,16.815,6.887
64,90.0,8.2464,237.22,16.815,6.887
64,100.0,8.1772,213.34,16.815,6.887
64,110.0,8.296,224.42,16.815,6.887
64,120.0,7.9715,235.76,16.815,6.887
64,130.0,8.2418,212.01,16.815,6.887
64,140.0,6.9742,217.61,16.815,6.887
64,150.0,8.1773,220.98,16.815,6.887
64,160.0,8.086,221.38,16.815,6.887
64,170.0,7.5422,226.59,16.815,6.887
64,180.0,6.8603,205.27,16.815,6.887
64,190.0,7.4905,215.28,16.815,6.887
64,200.0,7.1636,219.47,16.815,6.887
64,210.0,7.6675,205.81,16.815,6.887
64,220.0,7.2993,212.91,16.815,6.887
64,230.0,7.669,223.98,16.815,6.887
64,240.0,7.0554,220.15,16.815,6.887
64,250.0,7.9643,215.12,16.815,6.887
64,260.0,6.0646,195.86,16.815,6.887
64,270.0,6.6856,210.46,16.815,6.887
64,280.0,7.4182,213.3,16.815,6.887
64,290.0,6.3984,208.88,16.815,6.887
64,300.0,7.5048,210.12,16.815,6.887
64,310.0,6.513,228.82,16.815,6.887
64,320.0,7.1538,208.85,16.815,6.887
64,330.0,6.6369,204.15,16.815,6.887
64,340.0,6.8619,211.28,16.815,6.887
64,350.0,7.159,207.79,16.815,6.887
64,360.0,7.0094,207.69,16.815,6.887
64,370.0,6.8619,208.91,16.815,6.887
64,380.0,8.1206,213.97,16.815,6.887
64,390.0,7.0405,210.65,16.815,6.887
64,400.0,6.544,201.92,16.815,6.887
65,10.0,13.9504,350.28,15.333,5.13
65,20.0,12.6775,303.92,15.333,5.13
65,30.0,11.6147,285.19,15.333,5.13
65,40.0,9.9517,270.0,15.333,5.13
65,50.0,8.1187,234.88,15.333,5.13
65,60.0,7.882,244.48,15.333,5.13
65,70.0,6.593,231.01,15.333,5.13
65,80.0,5.8435,226.21,15.333,5.13
65,90.0,6.5777,216.09,15.333,5.13
65,100.0,6.2225,221.71,15.333,5.13
65,110.0,6.2016,210.88,15.333,5.13
65,120.0,5.8109,210.03,15.333,5.13
65,130.0,5.8897,211.8,15.333,5.13
65,140.0,5.3923,206.02,15.333,5.13
65,150.0,5.8215,221.92,15.333,5.13
65,160.0,5.9486,203.77,15.333,5.13
65,170.0,5.4585,206.59,15.333,5.13
65,180.0,5.8574,208.7,15.333,5.13
65,190.0,4.533,210.17,15.333,5.13
65,200.0,4.998,214.52,15.333,5.13
65,210.0,6.0897,214.34,15.333,5.13
65,220.0,6.2276,207.32,15.333,5.13
65,230.0,5.454,206.58,15.333,5.13
65,240.0,5.2611,208.87,15.333,5.13
65,250.0,4.6647,213.4,15.333,5.13
65,260.0,5.468,212.47,15.333,5.13
65,270.0,5.6643,205.03,15.333,5.13
65,280.0,4.5241,195.64,15.333,5.13
65,290.0,5.5354,220.72,15.333,5.13
65,300.0,5.4932,213.46,15.333,5.13
65,310.0,5.4609,209.23,15.333,5.13
65,320.0,4.67,209.59,15.333,5.13
65,330.0,5.4985,204.34,15.333,5.13
65,340.0,4.4731,201.38,15.333,5.13
65,350.0,5.9612,205.32,15.333,5.13
65,360.0,5.2798,205.91,15.333,5.13
65,370.0,4.626,203.44,15.333,5.13
65,380.0,5.8765,198.39,15.333,5.13
65,390.0,5.7772,205.2,15.333,5.13
65,400.0,4.8715,210.49,15.333,5.13
66,10.0,15.7232,299.95,17.013,3.013
66,20.0,13.7844,286.37,17.013,3.013
66,30.0,12.8273,272.28,17.013,3.013
66,40.0,10.3321,241.89,17.013,3.013
66,50.0,9.4257,240.13,17.013,3.013
66,60.0,7.7531,228.14,17.013,3.013
66,70.0,7.338,223.26,17.013,3.013
66,80.0,6.1377,210.62,17.013,3.013
66,90.0,4.9976,208.01,17.013,3.013
66,100.0,5.2731,198.89,17.013,3.013
66,110.0,4.8084,197.29,17.013,3.013
66,120.0,5.0259,186.84,17.013,3.013
66,130.0,4.2488,196.12,17.013,3.013
66,140.0,4.0947,202.95,17.013,3.013
66,150.0,4.5697,193.21,17.013,3.013
66,160.0,4.5963,193.24,17.013,3.013
66,170.0,4.2859,184.15,17.013,3.013
66,180.0,4.3342,197.77,17.013,3.013
66,190.0,3.9644,183.84,17.013,3.013
66,200.0,4.0552,192.62,17.013,3.013
66,210.0,4.0507,187.91,17.013,3.013
66,220.0,3.7624,181.03,17.013,3.013
66,230.0,3.5471,192.52,17.013,3.013
66,240.0,3.547,186.08,17.013,3.013
66,250.0,4.6432,186.73,17.013,3.013
66,260.0,3.4163,188.07,17.013,3.013
66,270.0,3.263,184.97,17.013,3.013
66,280.0,3.174,182.59,17.013,3.013
66,290.0,3.3168,187.44,17.013,3.013
66,300.0,3.435,182.02,17.013,3.013
66,310.0,2.7287,184.67,17.013,3.013
66,320.0,2.287,180.11,17.013,3.013
66,330.0,3.4094,175.03,17.013,3.013
66,340.0,2.4446,179.8,17.013,3.013
66,350.0,3.364,180.75,17.013,3.013
66,360.0,3.293,183.69,17.013,3.013
66,370.0,3.7881,190.61,17.013,3.013
66,380.0,4.0366,173.27,17.013,3.013
66,390.0,3.3759,184.09,17.013,3.013
66,400.0,2.9064,169.96,17.013,3.013
67,10.0,21.738,325.9,22.658,3.335
67,20.0,19.2633,313.37,22.658,3.335
67,30.0,16.0799,307.51,22.658,3.335
67,40.0,14.9414,290.6,22.658,3.335
67,50.0,11.6377,273.21,22.658,3.335
67,60.0,9.6154,272.6,22.658,3.335
67,70.0,9.6056,268.15,22.658,3.335
67,80.0,8.0939,254.91,22.658,3.335
67,90.0,6.8458,253.17,22.658,3.335
67,100.0,7.0382,250.76,22.658,3.335
67,110.0,6.0548,247.27,22.658,3.335
67,120.0,5.9257,251.29,22.658,3.335
67,130.0,5.4201,253.91,22.658,3.335
67,140.0,4.5416,258.02,22.658,3.335
67,150.0,5.3371,252.89,22.658,3.335
67,160.0,4.7609,251.07,22.658,3.335
67,170.0,4.0319,251.13,22.658,3.335
67,180.0,4.0326,251.72,22.658,3.335
67,190.0,4.7867,240.96,22.658,3.335
67,200.0,4.0338,246.97,22.658,3.335
67,210.0,4.163,244.38,22.658,3.335
67,220.0,4.3983,241.35,22.658,3.335
67,230.0,4.0748,239.12,22.658,3.335
67,240.0,3.194,238.57,22.658,3.335
67,250.0,4.2287,239.78,22.658,3.335
67,260.0,4.337,233.78,22.658,3.335
67,270.0,4.2634,244.14,22.658,3.335
67,280.0,4.6046,240.73,22.658,3.335
67,290.0,3.9478,241.35,22.658,3.335
67,300.0,4.1266,242.62,22.658,3.335
67,310.0,4.5077,244.82,22.658,3.335
67,320.0,3.5448,236.82,22.658,3.335
67,330.0,4.5376,239.64,22.658,3.335
67,340.0,4.5177,230.53,22.658,3.335
67,350.0,4.0244,226.79,22.658,3.335
67,360.0,4.5366,228.39,22.658,3.335
67,370.0,4.028,249.18,22.658,3.335
67,380.0,3.148,228.94,22.658,3.335
67,390.0,4.1444,242.67,22.658,3.335
67,400.0,3.7272,248.65,22.658,3.335
68,10.0,22.818,377.24,23.589,6.553
68,20.0,19.5886,350.82,23.589,6.553
68,30.0,17.3928,319.98,23.589,6.553
68,40.0,14.5017,283.99,23.589,6.553
68,50.0,12.2221,270.23,23.589,6.553
68,60.0,10.866,245.44,23.589,6.553
68,70.0,11.6508,250.28,23.589,6.553
68,80.0,9.4741,230.44,23.589,6.553
68,90.0,9.1667,228.69,23.589,6.553
68,100.0,8.4131,222.88,23.589,6.553
68,110.0,8.4755,218.36,23.589,6.553
68,120.0,8.0197,212.56,23.589,6.553
68,130.0,7.7191,205.95,23.589,6.553
68,140.0,7.1436,225.03,23.589,6.553
68,150.0,6.8991,214.59,23.589,6.553
68,160.0,7.1139,213.33,23.589,6.553
68,170.0,7.5318,223.23,23.589,6.553
68,180.0,8.3386,209.1,23.589,6.553
68,190.0,7.7543,212.21,23.589,6.553
68,200.0,8.0767,208.34,23.589,6.553
68,210.0,7.3536,214.74,23.589,6.553
68,220.0,7.0202,210.1,23.589,6.553
68,230.0,6.3599,208.52,23.589,6.553
68,240.0,6.987,204.7,23.589,6.553
68,250.0,5.8813,207.56,23.589,6.553
68,260.0,6.7747,212.54,23.589,6.553
68,270.0,7.7132,192.82,23.589,6.553
68,280.0,7.0406,204.25,23.589,6.553
68,290.0,7.4197,202.29,23.589,6.553
68,300.0,6.6458,202.79,23.589,6.553
68,310.0,6.1318,192.54,23.589,6.553
68,320.0,6.5651,208.62,23.589,6.553
68,330.0,6.5922,199.0,23.589,6.553
68,340.0,7.3806,202.57,23.589,6.553
68,350.0,7.7538,200.78,23.589,6.553
68,360.0,6.3851,193.66,23.589,6.553
68,370.0,6.5659,200.89,23.589,6.553
68,380.0,6.6635,192.42,23.589,6.553
68,390.0,6.5534,197.72,23.589,6.553
68,400.0,6.0981,201.39,23.589,6.553
69,10.0,23.5953,362.87,24.771,5.54
69,20.0,22.3483,343.33,24.771,5.54
69,30.0,20.2433,329.9,24.771,5.54
69,40.0,18.2961,315.28,24.771,5.54
69,50.0,16.0595,307.64,24.771,5.54
69,60.0,14.1872,287.64,24.771,5.54
69,70.0,13.9866,274.35,24.771,5.54
